Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
IBM BOB 2 - Workforce,2026-03,EMP4489,Commercial,Commercial,Sales Manager,PNG01,ACT,Australian Capital Territory,14661.75,0,2759.3,1237.3,18658.35,162.6,66.9,revenue_cases,117,309581.27,159.47,High,Low utilisation high cost,Review allocation / approve exception,TXN005453,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8676,Commercial,Commercial,FP&A Manager,PNG01,NT,Northern Territory Operations,8100.85,1279.02,707.42,12717.01,22804.3,142.8,59.5,revenue_cases,100,214124.72,228.04,High,Low utilisation high cost,Review allocation / approve exception,TXN005454,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4738,FP&A,FP&A,Controller,PNG01,IT,Information Technology,5074.83,0,739.08,0,5813.91,129.0,92.6,forecast_models,293,309212.68,19.84,Medium,None,No action,TXN005455,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5426,FP&A,FP&A,Customer Service Lead,AUS01,TAS,Tasmania Operations,6405.15,2089.3,1912.66,0,10407.11,130.6,69.0,forecast_models,140,751195.29,74.34,Low,Contractor dependency,Review allocation / approve exception,TXN005456,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1059,Customer Care,Customer Care,Inventory Coordinator,FJI01,CORP,Corporate Head Office,10039.94,1765.11,1093.67,0,12898.72,180.7,66.9,cases_resolved,297,561708.67,43.43,Low,None,No action,TXN005457,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9875,Commercial,Commercial,Data Engineer,NZL01,R&D,Research & Development,6945.28,970.24,2152.19,0,10067.71,166.8,91.6,revenue_cases,74,797347.58,136.05,High,High overtime,Review allocation / approve exception,TXN005458,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4345,Operations,Operations,Finance Analyst,NZL01,TAS,Tasmania Operations,9551.91,0,2711.99,0,12263.9,179.4,62.8,flights_supported,126,646956.81,97.33,Low,Low utilisation high cost,Review allocation / approve exception,TXN005459,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6083,IT,IT,Operations Planner,FJI01,FIN,Finance & Accounting,15135.08,0,662.29,5397.89,21195.26,165.2,96.5,tickets_resolved,229,46989.65,92.56,Low,None,No action,TXN005460,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1232,Sales,Sales,Finance Analyst,NZL01,OPS,Operations & Logistics,12973.23,0,1624.85,0,14598.08,162.5,63.1,deals_supported,46,294545.68,317.35,High,High overtime,Review allocation / approve exception,TXN005461,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4404,Finance,Finance,Controller,PNG01,CORP,Corporate Head Office,7944.7,2056.83,2659.93,0,12661.46,133.6,78.4,close_tasks,263,392057.2,48.14,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005462,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9777,IT,IT,Procurement Specialist,AUS01,MKT,Marketing & Sales,19062.95,172.57,2804.26,0,22039.78,123.4,61.4,tickets_resolved,232,388370.7,95.0,High,Contractor dependency,Review allocation / approve exception,TXN005463,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2709,Sales,Sales,Sales Manager,NZL01,CORP,Corporate Head Office,12755.67,2396.35,2058.35,13890.32,31100.69,160.6,57.5,deals_supported,224,450592.06,138.84,High,Low utilisation high cost,Review allocation / approve exception,TXN005464,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7856,Customer Care,Customer Care,Finance Analyst,FJI01,NSW,New South Wales Operations,9014.92,1932.78,1625.7,0,12573.4,176.6,75.2,cases_resolved,158,165410.51,79.58,High,High overtime,Review allocation / approve exception,TXN005465,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8863,Sales,Sales,Procurement Specialist,PNG01,WA,Western Australia Operations,10653.76,1623.14,791.24,14665.41,27733.55,127.4,71.0,deals_supported,107,373896.05,259.19,Medium,High overtime,Review allocation / approve exception,TXN005466,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9353,Operations,Operations,Revenue Analyst,NZL01,SA,South Australia Operations,10613.73,0,2872.1,0,13485.83,122.0,72.0,flights_supported,115,725618.23,117.27,High,Low utilisation high cost,Review allocation / approve exception,TXN005467,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4654,FP&A,FP&A,Procurement Specialist,AUS01,NT,Northern Territory Operations,13509.07,457.01,2298.6,0,16264.68,179.3,55.7,forecast_models,58,505950.07,280.43,Low,High overtime,Review allocation / approve exception,TXN005468,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1631,Procurement,Procurement,FP&A Manager,NZL01,MKT,Marketing & Sales,13897.11,0,699.37,0,14596.48,121.9,72.0,pos_processed,122,739978.32,119.64,High,Contractor dependency,Review allocation / approve exception,TXN005469,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7204,Customer Care,Customer Care,Customer Service Lead,AUS01,WA,Western Australia Operations,10144.81,1206.92,2756.13,0,14107.86,127.0,75.7,cases_resolved,66,348079.78,213.76,Medium,High overtime,Review allocation / approve exception,TXN005470,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2985,IT,IT,Data Engineer,PNG01,WA,Western Australia Operations,13113.38,1709.66,2222.96,0,17046.0,184.6,71.8,tickets_resolved,155,414176.47,109.97,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005471,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9564,Procurement,Procurement,Data Engineer,NZL01,CORP,Corporate Head Office,10173.51,2434.25,1272.02,0,13879.78,141.9,85.3,pos_processed,300,690910.0,46.27,Low,Low utilisation high cost,Review allocation / approve exception,TXN005472,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6742,Operations,Operations,Finance Analyst,FJI01,TAS,Tasmania Operations,12889.5,0,1227.92,0,14117.42,148.1,79.3,flights_supported,101,15754.42,139.78,High,High overtime,Review allocation / approve exception,TXN005473,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3004,Procurement,Procurement,Controller,PNG01,SA,South Australia Operations,19284.26,1611.02,1229.58,0,22124.86,160.9,58.9,pos_processed,43,293086.88,514.53,Low,High overtime,Review allocation / approve exception,TXN005474,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9239,Procurement,Procurement,Customer Service Lead,PNG01,VIC,Victoria Operations,14051.58,2374.89,1474.7,2079.45,19980.62,149.2,93.5,pos_processed,241,403835.0,82.91,High,High overtime,Review allocation / approve exception,TXN005475,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3510,Sales,Sales,FP&A Manager,AUS01,NSW,New South Wales Operations,5290.66,0,2272.31,0,7562.97,123.3,69.4,deals_supported,227,744814.97,33.32,Low,Low utilisation high cost,Review allocation / approve exception,TXN005476,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4740,FP&A,FP&A,Sales Manager,PNG01,VIC,Victoria Operations,16244.78,10.19,1685.37,13675.49,31615.83,178.3,95.5,forecast_models,140,664987.55,225.83,High,High overtime,Review allocation / approve exception,TXN005477,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5008,IT,IT,Procurement Specialist,AUS01,MKT,Marketing & Sales,6564.77,123.87,2811.65,14525.57,24025.86,132.7,78.5,tickets_resolved,198,209859.2,121.34,Low,Contractor dependency,Review allocation / approve exception,TXN005478,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6860,Operations,Operations,Operations Planner,NZL01,QLD,Queensland Operations,13267.14,1307.67,821.34,4148.55,19544.7,133.1,91.4,flights_supported,110,167374.72,177.68,High,Low utilisation high cost,Review allocation / approve exception,TXN005479,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4914,Commercial,Commercial,Inventory Coordinator,AUS01,QLD,Queensland Operations,11576.25,1180.32,1162.34,0,13918.91,170.5,84.5,revenue_cases,134,627960.73,103.87,High,High overtime,Review allocation / approve exception,TXN005480,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3567,Procurement,Procurement,Operations Planner,NZL01,VIC,Victoria Operations,5156.14,1408.77,2642.9,6105.79,15313.6,145.4,61.4,pos_processed,112,115940.56,136.73,High,Contractor dependency,Review allocation / approve exception,TXN005481,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5621,FP&A,FP&A,Operations Planner,NZL01,FIN,Finance & Accounting,18249.3,1360.84,2919.22,0,22529.36,182.8,68.6,forecast_models,111,352509.37,202.97,Low,Low utilisation high cost,Review allocation / approve exception,TXN005482,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4529,Procurement,Procurement,Procurement Specialist,AUS01,HR,Human Resources,19503.73,2286.33,2847.27,1198.07,25835.4,156.2,81.7,pos_processed,60,786950.58,430.59,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005483,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8202,Finance,Finance,FP&A Manager,AUS01,WA,Western Australia Operations,18172.29,0,677.8,12764.79,31614.88,132.1,89.8,close_tasks,147,174181.68,215.07,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005484,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5427,Commercial,Commercial,Sales Manager,FJI01,HR,Human Resources,8630.34,0,859.81,0,9490.15,184.1,81.3,revenue_cases,85,195745.0,111.65,High,High overtime,Review allocation / approve exception,TXN005485,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7821,Operations,Operations,Customer Service Lead,AUS01,MKT,Marketing & Sales,13722.78,2306.74,683.76,0,16713.28,158.0,89.4,flights_supported,248,579708.99,67.39,High,Contractor dependency,Review allocation / approve exception,TXN005486,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3534,Sales,Sales,Revenue Analyst,AUS01,VIC,Victoria Operations,5855.71,0,2165.52,0,8021.23,157.1,91.0,deals_supported,217,524383.11,36.96,Medium,Contractor dependency,Review allocation / approve exception,TXN005487,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5222,FP&A,FP&A,Inventory Coordinator,FJI01,IT,Information Technology,10997.31,74.7,1028.27,0,12100.28,161.6,69.7,forecast_models,68,617821.73,177.95,Low,None,No action,TXN005488,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2096,Sales,Sales,Customer Service Lead,NZL01,HR,Human Resources,5651.09,0,959.27,0,6610.36,131.0,61.2,deals_supported,223,717349.75,29.64,Medium,None,No action,TXN005489,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2463,Finance,Finance,Data Engineer,NZL01,MKT,Marketing & Sales,18686.92,1333.07,1896.29,0,21916.28,149.0,63.3,close_tasks,98,663160.06,223.64,High,High overtime,Review allocation / approve exception,TXN005490,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5829,Finance,Finance,Sales Manager,FJI01,NSW,New South Wales Operations,5041.76,2408.13,1975.56,3039.83,12465.28,140.4,80.8,close_tasks,145,266200.35,85.97,Medium,Contractor dependency,Review allocation / approve exception,TXN005491,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5875,Customer Care,Customer Care,Revenue Analyst,FJI01,MKT,Marketing & Sales,17434.28,1503.78,2737.09,0,21675.15,134.2,61.5,cases_resolved,260,337280.8,83.37,High,Contractor dependency,Review allocation / approve exception,TXN005492,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3982,IT,IT,Procurement Specialist,NZL01,QLD,Queensland Operations,7899.02,265.32,2800.78,0,10965.12,168.0,64.4,tickets_resolved,189,372057.43,58.02,Medium,Contractor dependency,Review allocation / approve exception,TXN005493,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2252,Finance,Finance,Revenue Analyst,FJI01,TAS,Tasmania Operations,13224.08,0,1763.14,0,14987.22,157.8,92.8,close_tasks,52,650593.12,288.22,High,None,No action,TXN005494,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5825,Sales,Sales,Procurement Specialist,AUS01,SA,South Australia Operations,8356.06,126.04,1292.73,0,9774.83,131.3,84.7,deals_supported,118,754946.73,82.84,Low,Low utilisation high cost,Review allocation / approve exception,TXN005495,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1314,Finance,Finance,Finance Analyst,PNG01,SA,South Australia Operations,13882.58,1113.84,983.51,2417.54,18397.47,178.8,77.7,close_tasks,240,730193.38,76.66,Medium,None,No action,TXN005496,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8491,FP&A,FP&A,Data Engineer,AUS01,HR,Human Resources,15652.84,0,2383.92,0,18036.76,154.0,75.5,forecast_models,233,673813.4,77.41,Medium,None,No action,TXN005497,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8420,FP&A,FP&A,Procurement Specialist,NZL01,ACT,Australian Capital Territory,9869.37,1855.94,2050.72,9920.97,23697.0,170.9,78.0,forecast_models,129,383915.54,183.7,Low,Contractor dependency,Review allocation / approve exception,TXN005498,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4583,Operations,Operations,FP&A Manager,FJI01,R&D,Research & Development,16908.86,1661.55,2473.95,13303.55,34347.91,131.4,74.8,flights_supported,86,668026.21,399.39,High,Contractor dependency,Review allocation / approve exception,TXN005499,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4952,Customer Care,Customer Care,Inventory Coordinator,PNG01,CORP,Corporate Head Office,10176.44,2489.67,787.94,14698.94,28152.99,153.3,86.3,cases_resolved,69,453598.85,408.01,High,Contractor dependency,Review allocation / approve exception,TXN005500,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6875,Operations,Operations,FP&A Manager,NZL01,IT,Information Technology,12395.14,997.06,1914.62,0,15306.82,152.6,72.4,flights_supported,262,430078.03,58.42,Medium,Contractor dependency,Review allocation / approve exception,TXN005501,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5899,Sales,Sales,Sales Manager,FJI01,NT,Northern Territory Operations,14627.6,2111.89,2674.68,0,19414.17,179.6,73.4,deals_supported,136,304300.74,142.75,Medium,Contractor dependency,Review allocation / approve exception,TXN005502,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2533,FP&A,FP&A,Operations Planner,PNG01,CORP,Corporate Head Office,9720.82,0,1104.21,0,10825.03,158.7,66.9,forecast_models,173,199949.58,62.57,Medium,None,No action,TXN005503,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3547,Sales,Sales,Finance Analyst,NZL01,QLD,Queensland Operations,10027.95,0,1683.21,11871.45,23582.61,129.9,61.0,deals_supported,298,559918.39,79.14,High,None,No action,TXN005504,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2492,Customer Care,Customer Care,Data Engineer,PNG01,HR,Human Resources,5381.97,534.12,1324.4,0,7240.49,183.2,85.4,cases_resolved,54,647718.72,134.08,Medium,Contractor dependency,Review allocation / approve exception,TXN005505,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6805,Operations,Operations,Data Engineer,FJI01,CORP,Corporate Head Office,6795.02,0,2072.45,2394.29,11261.76,121.2,95.5,flights_supported,73,220294.04,154.27,Medium,High overtime,Review allocation / approve exception,TXN005506,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4938,Commercial,Commercial,Revenue Analyst,AUS01,ACT,Australian Capital Territory,17593.81,162.58,1545.78,0,19302.17,125.1,90.4,revenue_cases,144,35929.27,134.04,High,None,No action,TXN005507,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7091,Customer Care,Customer Care,Customer Service Lead,NZL01,QLD,Queensland Operations,19152.42,2059.4,1587.7,0,22799.52,131.5,75.4,cases_resolved,149,184231.51,153.02,Medium,None,No action,TXN005508,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2657,FP&A,FP&A,Inventory Coordinator,PNG01,IT,Information Technology,13993.78,1648.34,1642.53,0,17284.65,129.8,92.5,forecast_models,132,492769.89,130.94,High,Low utilisation high cost,Review allocation / approve exception,TXN005509,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4662,Operations,Operations,Procurement Specialist,NZL01,NT,Northern Territory Operations,10442.86,0,2832.91,10333.42,23609.19,148.1,61.9,flights_supported,286,201891.88,82.55,Low,Low utilisation high cost,Review allocation / approve exception,TXN005510,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4886,Sales,Sales,FP&A Manager,AUS01,SA,South Australia Operations,10057.24,0,1621.4,4816.4,16495.04,164.9,79.0,deals_supported,231,464897.48,71.41,Low,High overtime,Review allocation / approve exception,TXN005511,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
